Latitude,Longitude,Accident_Date,Accident_Time,Light_Condition,Speed_Zone
-37.64978,145.11276,21/7/2016,0.6708,1,0.5833
-37.63596,144.36176,22/7/2016,0.1787,0,0.9167
-38.134,145.22825,15/7/2016,0.6312,1,0.6667
-37.85489,145.01595,19/5/2016,0.8042,0.5,0.5
-37.67895,145.03013,19/5/2016,0.7692,0.5,0.5
-36.04342,146.60395,20/5/2016,0.6021,1,0.8333
-37.91906,145.1209,20/5/2016,0.8,0.5,0.5
-37.86146,144.9916,20/5/2016,0.8438,0.5,0.5
-37.82373,144.98172,14/5/2016,0.7167,1,0.5
-38.40395,145.76263,14/4/2016,0.8938,0,0.8333
-37.92823,145.25957,21/5/2016,0.4333,1,0.6667
-37.86611,144.99738,21/5/2016,0.5975,1,0.5
-37.8539,144.98821,22/5/2016,0.3771,1,0.4167
-37.80641,145.19088,22/5/2016,0.5171,1,0.5
-36.96371,144.11504,3/5/2016,0.3896,1,0.8333
-38.02094,145.23912,22/10/2016,0.6792,1,0.5833
-35.49515,143.72243,24/10/2016,0.6667,1,0.8333
-37.59325,144.75618,24/10/2016,0.4783,1,0.6667
-37.78459,145.32119,25/10/2016,0.3521,1,0.5
-37.56264,144.94208,25/10/2016,0.3458,1,0.8333
-37.80021,145.11807,19/10/2016,0.3833,1,0.5
-37.89832,144.663,24/10/2016,0.4188,1,0.4167
-34.20257,142.1314,16/10/2016,0.6875,1,0.5
-38.38351,142.48683,25/10/2016,0.9354,0.5,0.4167
-37.60918,144.93631,26/10/2016,0.375,1,0.3333
-36.99959,147.51389,27/9/2016,0.5958,1,0.8333
-37.69865,144.78768,26/10/2016,0.3412,1,0.6667
-37.81764,144.95911,24/2/2016,0.3,1,0.4167
-36.35423,145.41582,24/2/2016,0.7596,1,0.5
-38.23892,145.06591,24/2/2016,0.25,0.5,0.5
-37.78751,145.10154,25/2/2016,0.2625,0,0.8333
-37.8088,144.98481,29/1/2016,0.3521,1,0.5
-37.99017,145.21374,25/2/2016,0.4604,1,0.5
-37.78313,144.86872,25/2/2016,0.5479,1,0.5
-37.7084,144.97386,25/2/2016,0.5938,1,0.4167
-37.86276,145.28827,25/2/2016,0.6375,1,0.5
-37.80682,144.99843,24/2/2016,0.6667,1,0.4167
-37.97927,145.04842,18/2/2016,0.75,1,0.5
-37.88846,145.29592,12/1/2016,0.5125,1,0.6667
-37.81333,144.96554,12/7/2016,0.3521,0,0.3333
-37.80778,145.11669,22/7/2016,0.5854,1,0.5
-37.8605,144.98447,22/7/2016,0.7521,0.5,0.5
-37.3436,145.02122,22/7/2016,0.9583,0,0.9167
-38.09633,145.2683,22/7/2016,0.7542,0.5,0.4167
-37.68763,144.66034,24/7/2016,0.75,0,0.6667
-36.13247,146.86505,24/7/2016,0.7217,0.5,0.5
-38.42991,145.82176,24/7/2016,0.7646,0.5,0.5
-37.78382,144.69918,25/7/2016,0.0154,0,0.8333
-37.65054,145.00975,25/7/2016,0.2958,1,0.5833
-37.96444,145.04773,14/7/2016,0.6438,1,0.5
-37.80145,144.90118,25/7/2016,0.6396,1,0.3333
-36.4401,145.24112,23/5/2016,0.3792,1,0.8333
-37.90983,144.66269,23/5/2016,0.3521,1,0.3333
-37.29954,143.85791,22/5/2016,0.5542,1,0.8333
-37.82203,144.95551,23/5/2016,0.6042,1,0.4167
-37.82108,145.02221,23/5/2016,0.75,0.5,0.5
-38.18187,146.2733,23/5/2016,0.9292,0,0.9167
-37.79069,144.88824,21/5/2016,0.3937,1,0.5
-37.81496,144.96068,23/5/2016,0.8458,0.5,0.3333
-38.1432,144.35886,22/4/2016,0.9637,0,0.4167
-37.76698,145.04464,17/5/2016,0.6821,1,0.5
-37.73361,144.85995,23/5/2016,0.8458,0.5,0.4167
-37.83145,144.95723,24/5/2016,0.5225,1,0.4167
-38.02493,145.13393,24/5/2016,0.8358,0.5,0.6667
-38.11506,144.65327,11/1/2016,0.5188,1,0.3333
-37.42363,144.48558,11/1/2016,0.4292,1,0.6667
-37.75199,144.97114,11/1/2016,0.8458,0.5,0.4167
-37.74036,144.92884,12/1/2016,0.6312,1,0.5
-37.51999,144.94846,12/1/2016,0.7667,1,0.8333
-36.80921,144.29143,28/9/2015,0.0417,0,0.6667
-37.80305,144.94962,13/1/2016,0.5033,1,0.3333
-37.98576,145.30187,13/1/2016,0.0958,0.5,0.6667
-37.628,144.72097,13/1/2016,0.2604,0.5,0.4167
-37.96698,145.13995,7/1/2016,0.3104,1,0.4167
-37.94763,145.05902,14/1/2016,0.625,1,0.5
-37.78492,144.97507,26/2/2016,0.3533,1,0.4167
-37.84515,145.25768,25/2/2016,0.8938,0.5,0.4167
-37.77972,144.79647,26/2/2016,0.6683,1,0.4167
-36.38195,145.35279,27/2/2016,0.5938,1,0.5
-37.58763,144.91603,27/2/2016,0.8046,1,0.4167
-38.37366,142.46148,17/2/2016,0.3458,1,0.5
-38.53738,143.97458,27/2/2016,0.5896,1,0.4167
-36.29863,145.95241,28/2/2016,0.4292,1,0.8333
-38.01732,144.40599,28/2/2016,0.5188,1,0.5
-37.73399,144.96534,28/2/2016,0.6279,1,0.5
-37.56096,145.87242,28/2/2016,0.5833,1,0.6667
-38.45306,145.23898,27/2/2016,0.5125,1,0.4167
-36.1404,144.72945,29/2/2016,0.7625,1,0.5833
-37.5662,143.85583,25/7/2016,0.6375,1,0.4167
-37.6021,144.96777,25/7/2016,0.7533,0,0.3333
-38.17185,144.55259,26/7/2016,0.2929,1,0.5
-37.97997,145.24318,26/7/2016,0.6771,1,0.8333
-38.01356,143.98736,27/7/2016,0.0417,0,0.8333
-37.98176,145.06887,23/3/2016,0.5833,1,0.5
-37.83445,145.28724,27/7/2016,0.7529,0.5,0.6667
-38.06674,145.26665,27/7/2016,0.9292,0.5,0.6667
-38.20434,146.47834,28/7/2016,0.4354,1,0.8333
-37.81944,145.11455,28/7/2016,0.375,1,0.5
-37.64995,145.07402,28/7/2016,0.3375,1,0.5
-37.65904,143.68051,28/7/2016,0.5417,1,0.8333
-38.08259,145.335,29/7/2016,0.4583,1,0.5
-36.87436,142.32378,24/5/2016,0.675,1,0.8333
-36.44127,145.22581,22/5/2016,0.5417,1,0.5
-37.93387,145.12041,25/5/2016,0.6042,1,0.4167
-37.8672,144.76059,25/5/2016,0.3458,1,0.5
-37.73432,144.89044,26/5/2016,0.3475,1,0.6667
-37.88242,144.70059,26/5/2016,0.3979,1,0.5
-37.804,144.9834,26/5/2016,0.4321,1,0.3333
-37.72757,144.86017,10/5/2016,0.7317,0.5,0.8333
-37.82552,144.88055,19/5/2016,0.7625,0.5,0.8333
-37.58503,148.99343,26/5/2016,0.7083,0.5,0.8333
-37.81967,144.95199,13/11/2015,0.7146,1,0.5
-38.26569,144.40442,27/5/2016,0.6417,1,0.6667
-38.32255,142.46224,27/5/2016,0.7083,1,0.8333
-38.31055,145.19354,14/1/2016,0.8833,0.5,0.5
-38.18035,146.30077,19/12/2015,0.7562,1,0.4167
-37.79757,144.90383,15/1/2016,0.4292,1,0.5
-37.81811,145.12534,14/1/2016,0.7625,1,0.5
-37.67777,145.02529,15/1/2016,0.7667,1,0.4167
-37.02706,147.59101,5/1/2016,0.475,1,0.8333
-38.06875,145.47126,16/1/2016,0.5833,1,0.6667
-36.7573,144.29191,16/1/2016,0.9229,0.5,0.5
-37.73044,144.75029,16/1/2016,0.6333,1,0.4167
-36.71777,147.0926,17/1/2016,0.4817,1,0.8333
-37.42348,145.42294,17/1/2016,0.7083,1,0.6667
-38.74625,143.25868,4/1/2016,0.7625,1,0.6667
-37.72313,144.95428,7/6/2016,0.5,1,0.4167
-37.65643,145.02064,10/6/2016,0.5479,1,0.5833
-37.81783,144.8452,10/6/2016,0.3933,1,0.6667
-38.1634,145.13666,10/6/2016,0.75,0.5,0.6667
-38.02088,145.30902,11/6/2016,0.5167,1,0.4167
-37.84872,147.27762,10/6/2016,0.8458,0,0.8333
-37.8574,145.28591,12/6/2016,0.06,0.5,0.5
-37.06614,142.67664,13/6/2016,0.675,1,0.8333
-37.58516,143.84088,14/6/2016,0.4188,1,0.4167
-38.37681,142.48993,15/6/2016,0.3937,1,0.5
-38.04575,145.3411,15/6/2016,0.3479,1,0.6667
-36.71781,142.20494,15/6/2016,0.5229,1,0.5
-36.74021,144.29985,16/6/2016,0.2917,0.5,0.4167
-37.78689,144.98076,9/7/2016,0.6833,1,0.5
-37.88656,145.11002,29/7/2016,0.5833,1,0.8333
-37.72461,144.02724,29/7/2016,0.7508,0,0.6667
-34.1921,142.16044,18/8/2015,0.7083,1,0.5
-36.81535,145.19471,14/7/2016,0.7142,1,0.8333
-37.68003,145.06945,30/7/2016,0.5,1,0.6667
-38.3828,146.11049,29/7/2016,0.9583,0,0.8333
-37.96293,145.02585,31/7/2016,0.5125,1,0.4167
-37.63841,144.91162,31/7/2016,0.6708,0.5,0.5833
-37.87605,145.25674,22/7/2016,0.7625,0.5,0.6667
-36.14026,144.75538,30/7/2016,0.4583,1,0.5
-34.50249,141.99387,30/7/2016,0.4583,1,0.8333
-37.74196,144.77947,27/5/2016,0.7179,0.5,0.5833
-37.70425,144.77899,27/5/2016,0.8812,0.5,0.6667
-37.73903,144.98992,28/5/2016,0.4733,1,0.4167
-37.95089,145.1436,28/5/2016,0.6042,1,0.4167
-37.96693,145.1895,27/5/2016,0.2646,0.5,0.5
-37.76658,144.91967,27/4/2016,0.5125,1,0.4167
-37.34514,144.14202,29/5/2016,0.5062,1,0.3333
-37.82581,145.05776,30/5/2016,0.2208,0.5,0.5
-37.79457,144.90039,30/5/2016,0.2667,0.5,0.5
-38.00942,145.10356,30/5/2016,0.7104,0.5,0.6667
-37.64202,145.07595,30/5/2016,0.7146,0.5,0.5
-37.73416,144.88857,26/5/2016,0.3104,1,0.6667
-37.8713,145.03553,16/1/2016,0.4167,1,0.6667
-37.37505,143.20397,18/1/2016,0.6792,1,0.8333
-37.93537,145.02268,19/1/2016,0.3958,1,0.5
-36.78116,144.26159,19/1/2016,0.4604,1,0.5
-37.88969,144.98827,19/1/2016,0.2988,1,0.5
-38.31409,145.18364,19/1/2016,0.4792,1,0.5833
-36.73347,142.20553,7/12/2015,0.6458,1,0.5833
-37.90374,145.03842,20/1/2016,0.3042,0,0.5
-38.04028,145.34214,20/1/2016,0.4208,1,0.5833
-38.56068,145.9504,20/1/2016,0.4792,1,0.8333
-37.78102,144.80202,16/6/2016,0.2938,1,0.3333
-37.85786,144.9831,30/5/2016,0.4708,1,0.5
-37.81208,144.69482,16/6/2016,0.3333,1,0.8333
-38.47927,145.76001,16/6/2016,0.6042,1,0.8333
-37.82756,144.96452,25/5/2016,0.6792,1,0.5
-37.7755,144.92841,22/5/2016,0.8825,0,0.4167
-37.78689,145.37994,16/6/2016,0.7542,0.5,0.5
-37.82842,144.99744,17/6/2016,0.3958,1,0.3333
-37.82072,145.1143,16/9/2015,0.8042,0.5,0.5
-37.87758,144.68315,17/6/2016,0.5558,1,0.5
-37.80074,144.7891,17/6/2016,0.5242,1,0.5833
-37.28592,142.95114,1/8/2016,0.5042,1,0.5
-37.75017,144.7717,1/8/2016,0.5417,1,0.3333
-37.85067,144.9842,1/8/2016,0.4729,1,0.5
-37.54334,143.83076,1/8/2016,0.4729,1,0.4167
-37.85309,145.00244,1/8/2016,0.7917,0.5,0.3333
-38.18262,144.43712,2/8/2016,0.6875,0.5,0.6667
-36.7564,144.28523,3/8/2016,0.3375,1,0.5
-37.80371,144.95552,2/8/2016,0.5125,1,0.5
-38.39137,146.1663,3/8/2016,0.4333,1,0.8333
-37.91033,145.0922,3/8/2016,0.6667,1,0.5833
-37.7595,144.99996,3/8/2016,0.6667,1,0.5
-37.91947,145.16681,3/8/2016,0.6792,1,0.6667
-37.88888,145.03766,30/5/2016,0.8063,0.5,0.3333
-37.79892,144.89236,30/5/2016,0.77,0.5,0.5
-37.88221,145.23293,31/5/2016,0.3542,1,0.6667
-37.79698,144.99344,31/5/2016,0.4167,1,0.5833
-37.87604,144.78609,31/5/2016,0.5096,1,0.5
-37.9855,145.21244,31/5/2016,0.475,1,0.4167
-37.7224,145.02203,31/5/2016,0.6312,1,0.5
-37.06577,144.21802,31/5/2016,0.6333,1,0.4167
-37.34862,141.20653,22/5/2016,0.875,0,0.8333
-37.6876,145.03271,31/5/2016,0.7188,0.5,0.8333
-37.87309,145.02463,1/6/2016,0.5,1,0.5
-37.81986,144.95451,1/6/2016,0.8112,0.5,0.3333
-37.69631,144.77697,2/1/2016,0.5542,1,0.6667
-37.77717,144.99743,15/1/2016,0.7542,1,0.3333
-37.8918,145.10858,3/1/2016,0.0958,0.5,0.4167
-38.16885,144.33163,22/1/2016,0.3333,1,0.5
-38.37946,144.78547,22/1/2016,0.5196,1,0.5833
-36.75834,144.28742,19/1/2016,0.7229,1,0.5
-37.71325,145.13346,22/1/2016,0.6067,1,0.5
-37.98148,145.07058,22/1/2016,0.6708,1,0.6667
-37.59119,145.6407,22/1/2016,0.7646,1,0.6667
-38.0987,144.35401,22/1/2016,0.6004,1,0.5
-37.57126,145.18532,22/1/2016,0.8554,0.5,0.8333
-37.69072,144.73509,17/6/2016,0.8013,0.5,0.6667
-37.90851,144.99835,18/6/2016,0.5479,1,0.4167
-36.37087,146.29293,17/6/2016,0.7188,0.5,0.4167
-38.27588,145.03295,18/6/2016,0.8542,0.5,0.6667
-38.23684,146.36072,19/6/2016,0.0187,0,0.8333
-37.7815,144.87095,14/5/2016,0.6667,1,0.5
-36.13382,146.53521,19/6/2016,0.2083,0,0.8333
-37.75603,145.06463,17/6/2016,0.8396,0.5,0.4167
-37.85745,145.18979,7/6/2016,0.7208,0.5,0.6667
-38.06493,145.11977,20/6/2016,0.6042,1,0.5
-38.18193,146.50025,20/6/2016,0.7271,0.5,0.6667
-38.03662,145.21098,20/6/2016,0.7521,0.5,0.6667
-37.72832,144.97266,3/8/2016,0.7104,1,0.5
-37.90625,145.05829,4/8/2016,0.3104,1,0.5833
-36.35184,145.40204,4/8/2016,0.6262,1,0.5
-38.27427,143.88334,4/8/2016,0.8521,0,0.8333
-38.15172,144.36848,26/7/2016,0.4583,1,0.4167
-37.96052,145.13681,5/8/2016,0.5663,1,0.6667
-37.8693,144.75533,2/7/2016,0.5125,1,0.8333
-37.60484,144.92699,6/8/2016,0.1354,0.5,0.4167
-37.82613,145.05065,21/4/2016,0.7504,0.5,0.5
-38.08562,145.29538,21/4/2016,0.8812,0.5,0.5833
-37.81344,144.97353,22/4/2016,0.3521,1,0.3333
-37.74471,144.80386,22/4/2016,0.4646,1,0.5
-37.89771,145.11323,2/6/2016,0.1396,0.5,0.6667
-36.24108,146.83005,2/6/2016,0.4333,1,0.8333
-37.72673,144.99656,2/6/2016,0.7625,0.5,0.4167
-37.69334,144.56005,2/6/2016,0.75,0.5,0.4167
-37.97507,145.5405,23/4/2016,0.4708,1,0.6667
-37.80062,144.87167,2/6/2016,0.8021,0.5,0.5
-37.15266,142.85595,3/6/2016,0.55,1,0.5
-37.71395,145.03806,3/6/2016,0.5417,1,0.4167
-38.15155,145.19555,1/6/2016,0.8417,0,0.5
-37.78188,145.02504,2/6/2016,0.7979,0.5,0.5
-37.92737,145.0496,31/5/2016,0.7271,0.5,0.5
-37.86646,145.00004,31/5/2016,0.2687,0.5,0.5
-37.87118,145.15294,22/1/2016,0.8875,0,0.4167
-37.66557,144.93782,23/1/2016,0.6813,1,0.5
-37.65188,145.02371,20/1/2016,0.7208,1,0.5
-37.80762,144.99636,24/1/2016,0.7167,1,0.4167
-37.72957,144.74161,24/1/2016,0.7654,1,0.5
-37.7307,144.93116,24/1/2016,0.6021,1,0.5
-37.7643,144.96259,24/1/2016,0.7625,1,0.3333
-37.70274,144.8718,24/1/2016,0.8875,0.5,0.4167
-37.67834,145.0142,25/1/2016,0.7642,1,0.5
-38.11348,145.25175,27/6/2015,0.5896,1,0.6667
-38.56801,143.67449,26/1/2016,0.6667,1,0.8333
-37.92868,145.04934,27/5/2016,0.4229,1,0.5
-37.69945,144.96785,20/6/2016,0.725,0,0.4167
-37.87419,144.6144,20/6/2016,0.6729,1,0.6667
-37.89917,145.23283,21/6/2016,0.0621,0.5,0.6667
-37.64827,145.06888,21/6/2016,0.2938,0.5,0.5
-37.7553,144.96606,21/6/2016,0.6667,1,0.4167
-38.0427,145.34538,22/6/2016,0.5188,1,0.5
-38.11638,144.32808,22/6/2016,0.7542,0.5,0.4167
-37.94294,145.1163,23/6/2016,0.7167,0,0.5
-36.74911,144.282,23/6/2016,0.75,0.5,0.5
-37.79706,144.87414,23/6/2016,0.6296,1,0.4167
-37.79728,145.39153,7/4/2016,0.8042,0.5,0.5833
-37.8275,144.96257,5/4/2016,0.5833,1,0.6667
-37.81304,144.96732,22/4/2016,0.8354,0.5,0.3333
-37.75489,144.97552,22/4/2016,0.7208,1,0.4167
-37.76677,145.40391,23/4/2016,0.6667,1,0.6667
-37.57658,145.90805,17/4/2016,0.375,1,0.8333
-37.99433,145.20964,24/4/2016,0.7167,1,0.5
-37.86874,145.01833,22/3/2016,0.7562,1,0.5
-38.14538,144.33547,24/4/2016,0.9292,0.5,0.5
-37.75463,145.38199,25/4/2016,0.8,0,0.6667
-37.96244,145.22491,26/4/2016,0.4625,1,0.6667
-37.56308,143.86056,26/4/2016,0.4313,1,0.3333
-37.76035,144.95908,3/6/2016,0.6771,1,0.4167
-37.81675,144.95446,4/5/2016,0.3896,0,0.4167
-37.70257,144.88308,28/5/2016,0.5062,0,0.4167
-37.6498,145.17147,4/6/2016,0.6021,1,0.6667
-37.59815,145.07471,4/6/2016,0.8146,0,0.6667
-37.79502,145.11453,4/6/2016,0.9292,0.5,0.8333
-37.6575,145.05726,4/6/2016,0.625,1,0.5
-37.81062,145.22732,4/6/2016,0.5479,1,0.6667
-37.91616,145.24618,20/5/2016,0.675,1,0.4167
-37.77658,145.46159,6/6/2016,0.3521,1,0.5833
-34.19309,142.16305,17/4/2016,0.7188,1,0.5
-38.05005,145.29821,6/6/2016,0.4708,1,0.5833
-37.85903,144.9764,5/6/2016,0.7104,0.5,0.5
-37.86969,145.00086,21/1/2016,0.4583,1,0.3333
-37.80053,144.9459,26/1/2016,0.0563,0.5,0.5
-37.96828,145.20016,23/1/2016,0.0125,0.5,0.5
-38.04681,145.11333,17/1/2016,0.1467,0.5,0.5
-36.35529,146.3266,27/1/2016,0.3542,1,0.4167
-37.83459,144.99817,27/1/2016,0.3783,1,0.3333
-37.81691,145.22351,27/1/2016,0.545,1,0.5
-37.82426,145.15786,27/1/2016,0.7917,0.5,0.4167
-38.00533,145.61617,24/1/2016,0.4708,1,0.8333
-37.93522,145.30752,28/1/2016,0.9667,0,0.5
-38.03196,145.3059,29/1/2016,0.2979,0,0.6667
-37.91135,145.12231,23/6/2016,0.8458,0.5,0.6667
-37.81533,145.28803,23/6/2016,0.6458,1,0.6667
-37.81412,144.97122,24/6/2016,0.3879,1,0.3333
-37.80112,144.93253,24/6/2016,0.3854,1,0.5
-37.93862,145.07969,24/6/2016,0.505,1,0.5833
-38.22531,142.76265,24/6/2016,0.4583,1,0.8333
-36.37029,145.40302,24/6/2016,0.7146,0.5,0.5
-37.84791,145.22875,23/6/2016,0.7188,0.5,0.6667
-36.12775,144.75484,25/6/2016,0.0563,0.5,0.5
-36.3535,146.87049,25/6/2016,0.6292,1,0.8333
-38.10538,145.16788,25/6/2016,0.6479,1,0.6667
-37.82389,144.98301,26/6/2016,0.2146,0.5,0.5
-38.45615,145.23899,26/6/2016,0.0833,0.5,0.5
-37.7628,144.99256,7/3/2016,0.2667,0.5,0.4167
-37.79467,145.00302,25/3/2016,0.8438,0.5,0.8333
-37.49508,145.1544,28/3/2016,0.8104,0,0.6667
-37.66558,145.01659,20/2/2016,0.4708,1,0.5
-37.84204,145.28686,23/3/2016,0.6708,1,0.5
-37.80711,144.98599,9/3/2016,0.7208,1,0.4167
-38.25915,143.93594,29/3/2016,0.5188,1,0.8333
-37.90191,145.10424,20/3/2016,0.7917,1,0.4167
-37.67481,144.43276,29/3/2016,0.6312,1,0.5
-37.81788,145.22731,29/3/2016,0.5021,1,0.5
-38.34768,145.89196,29/3/2016,0.6292,1,0.8333
-38.25351,144.3502,30/3/2016,0.4229,1,0.6667
-38.05299,145.15463,2/6/2015,0.4708,1,0.6667
-37.08429,144.8837,10/7/2015,0.5167,1,0.8333
-37.69217,144.56667,11/7/2015,0.9292,0,0.5
-37.86071,144.68015,10/7/2015,0.885,0,0.4167
-38.64501,143.70779,12/7/2015,0.5188,1,0.6667
-37.74423,144.79994,12/7/2015,0.7083,0.5,0.3333
-37.75807,145.3111,13/7/2015,0.6358,1,0.4167
-34.25176,142.08181,14/7/2015,0.4229,1,0.8333
-37.77527,144.79423,14/7/2015,0.2917,0.5,0.8333
-37.81817,145.17259,24/6/2015,0.7083,0.5,0.4167
-36.31288,146.66007,13/7/2015,0.6667,0.5,0.8333
-36.82148,144.23772,15/7/2015,0.2083,0.5,0.6667
-37.77771,145.12445,19/11/2015,0.9167,0.5,0.6667
-37.93344,145.15571,21/12/2015,0.5604,1,0.6667
-37.98022,145.58427,21/12/2015,0.8333,0.5,0.6667
-36.7666,144.30643,22/12/2015,0.0833,0.5,0.5
-37.68124,143.58049,19/12/2015,0.7125,1,0.8333
-37.82535,144.95705,9/12/2015,0.3417,0,0.3333
-36.79521,144.24431,22/12/2015,0.4583,1,0.5
-38.43116,145.82281,22/12/2015,0.4167,1,0.5
-38.19408,145.14812,2/12/2015,0.7271,1,0.5833
-37.99805,145.07364,24/12/2015,0.2725,0.5,0.5
-38.50683,145.28935,24/12/2015,0.6708,1,0.5
-37.77522,144.82906,23/10/2015,0.8,0.5,0.5
-36.38391,145.41661,24/10/2015,0.5583,1,0.5
-37.69187,145.14639,24/10/2015,0.8021,0.5,0.5833
-37.78255,145.09475,25/10/2015,0.2104,0,0.4167
-37.86375,145.00988,25/10/2015,0.5475,1,0.5
-35.33122,143.54547,22/10/2015,0.5542,1,0.3333
-36.17578,147.3363,25/10/2015,0.4167,1,0.8333
-38.1315,145.5597,16/10/2015,0.7083,0.5,0.8333
-37.80581,145.35284,19/10/2015,0.7688,0,0.5
-37.63568,145.40087,25/10/2015,0.5833,1,0.8333
-36.20153,145.3546,26/10/2015,0.5462,1,0.8333
-37.69632,144.90029,26/10/2015,0.5958,1,0.8333
-38.10722,147.06953,26/10/2015,0.7208,0.5,0.4167
-37.83175,144.93224,29/3/2016,0.6729,1,0.5
-37.76077,145.08173,30/3/2016,0.4583,1,0.6667
-37.98219,145.03851,3/3/2016,0.7917,0.5,0.4167
-38.06118,145.28452,30/3/2016,0.9708,0.5,0.4167
-37.84374,144.96012,31/3/2016,0.3913,1,0.5
-38.2781,145.14558,9/3/2016,0.2208,0.5,0.6667
-37.89316,145.10695,31/3/2016,0.3812,1,0.4167
-36.17417,145.58292,31/3/2016,0.55,1,0.8333
-37.7037,145.10731,31/3/2016,0.7625,1,0.4167
-37.82326,144.97034,21/3/2016,0.5979,1,0.5
-37.73467,144.67112,2/4/2016,0.0417,0,0.8333
-37.99189,145.21551,15/7/2015,0.3833,1,0.5
-34.21527,142.12584,16/7/2015,0.4292,1,0.5
-38.35972,142.45309,16/7/2015,0.8854,0.5,0.4167
-37.32365,144.1945,16/7/2015,0.6271,1,0.8333
-37.56279,143.84559,16/7/2015,0.9229,0.5,0.4167
-37.85662,145.12342,17/7/2015,0.6292,1,0.5
-38.3446,145.17213,17/7/2015,0.6708,0.5,0.5833
-38.18274,144.52814,17/7/2015,0.7958,0,0.8333
-37.95244,145.55004,18/7/2015,0.0892,0.5,0.5
-37.73436,144.89404,18/7/2015,0.25,0.5,0.8333
-38.09861,146.57994,14/11/2015,0.3833,1,0.8333
-37.68701,145.06731,24/12/2015,0.7192,1,0.6667
-36.37209,146.27186,3/11/2014,0.1787,0.5,0.8333
-37.78597,144.97176,24/12/2015,0.565,1,0.4167
-38.08287,141.67036,25/12/2015,0.1854,0,0.8333
-38.49742,144.00831,26/12/2015,0.5188,1,0.6667
-37.75942,144.80435,26/12/2015,0.6733,1,0.5
-37.6217,144.93242,26/12/2015,0.7667,1,0.5
-36.61429,145.78959,26/12/2015,0.5583,1,0.9167
-37.8481,145.00319,27/12/2015,0.3521,1,0.5
-37.70043,145.09073,27/12/2015,0.5625,1,0.6667
-38.08591,145.18315,14/12/2015,0.75,1,0.5
-37.65044,144.93143,28/12/2015,0.8021,0.5,0.6667
-38.0602,145.11949,19/12/2015,0.375,1,0.5
-37.85608,145.28599,24/10/2015,0.5563,1,0.5
-37.74966,144.73962,26/10/2015,0.5833,1,0.5
-37.60544,144.93706,27/10/2015,0.4708,1,0.4167
-37.721,145.01737,6/10/2015,0.5946,1,0.4167
-35.26278,141.18441,20/8/2015,0.6792,1,0.5
-38.35219,142.46165,27/10/2015,0.7204,0.5,0.5
-37.75902,144.93814,13/11/2014,0.5542,1,0.8333
-37.68959,145.23,27/10/2015,0.6458,1,0.6667
-37.81083,144.95961,22/10/2015,0.6729,1,0.3333
-37.7825,145.02202,28/10/2015,0.3521,1,0.5
-37.79134,145.06437,25/10/2015,0.4792,1,0.4167
-38.10007,145.14249,2/4/2016,0.5067,1,0.8333
-37.71737,145.04254,1/4/2016,0.6813,1,0.5833
-37.87465,144.71896,19/3/2016,0.4688,1,0.5833
-37.59051,145.51873,3/4/2016,0.4771,1,0.6667
-37.75387,144.92952,8/2/2016,0.6854,1,0.4167
-37.68337,144.8734,25/3/2016,0.6375,1,0.8333
-38.08138,145.48634,4/4/2016,0.4208,1,0.4167
-36.39281,145.359,4/4/2016,0.5917,1,0.4167
-38.05594,145.11803,4/4/2016,0.6833,1,0.5
-37.27859,144.18765,5/4/2016,0.7083,1,0.8333
-37.91051,145.0336,4/4/2016,0.8875,0.5,0.5
-38.02821,145.32198,5/4/2016,0.8067,0.5,0.6667
-37.82946,144.81623,6/4/2016,0.2275,0,0.8333
-37.84136,145.26471,13/11/2015,0.5542,1,0.5
-37.56323,145.48642,14/11/2015,0.7729,1,0.8333
-37.93021,145.01154,14/11/2015,0.8812,0.5,0.5833
-37.80449,144.94322,5/1/2013,0.5121,1,0.5
-37.54716,143.79878,5/1/2013,0.9663,0,0.5833
-38.14784,145.2455,6/1/2013,0.2708,1,0.6667
-38.11208,147.05706,5/1/2013,0.4354,1,0.5
-37.74299,144.98209,6/1/2013,0.8458,0.5,0.5833
-37.75667,144.97487,8/1/2013,0.3563,1,0.4167
-37.90667,145.06176,7/7/2012,0.9167,0.5,0.5
-37.70353,144.93404,16/12/2012,0.7083,1,0.4167
-36.36984,144.95737,22/6/2013,0.6375,1,0.5833
-37.68663,144.5162,18/6/2013,0.8542,0,0.6667
-37.97529,145.20364,13/6/2013,0.75,0.5,0.5
-38.13109,144.34295,22/6/2013,0.8896,0.5,0.5
-38.18559,144.33884,24/6/2013,0.3487,0.5,0.3333
-37.20181,145.06157,16/6/2013,0.7979,0.5,0.4167
-37.99722,145.27529,21/6/2013,0.5163,1,0.6667
-37.56694,143.78514,25/6/2013,0.2625,0,0.8333
-37.89713,145.08743,24/6/2013,0.3458,1,0.5
-37.72841,145.1111,25/6/2013,0.7262,0.5,0.5833
-37.80219,144.93042,26/6/2013,0.3812,1,0.5
-38.06878,144.37684,16/2/2013,0.0125,0,0.6667
-37.73229,144.9458,24/4/2013,0.7917,0.5,0.5
-37.92507,145.10794,24/4/2013,0.7917,0,0.4167
-37.99307,145.03158,25/4/2013,0.3104,1,0.5
-37.69539,144.96495,18/4/2013,0.7625,0.5,0.5
-37.58224,143.82453,28/10/2012,0.5479,1,0.4167
-36.77115,144.26148,28/2/2013,0.5563,1,0.4167
-38.11006,145.14236,26/4/2013,0.5021,1,0.5
-36.68261,143.55649,4/4/2013,0.4229,1,0.8333
