Latitude,Longitude,Accident_Date,Accident_Time,Light_Condition,Speed_Zone
-37.91315,145.18792,7/2/2012,0.5896,1,0.5
-37.91372,145.11964,7/2/2012,0.6458,1,0.5833
-36.39904,145.41137,7/2/2012,0.7562,1,0.5
-37.67415,145.07031,7/2/2012,0.6729,1,0.6667
-37.92277,145.06775,7/2/2012,0.8942,0,0.5
-37.73515,144.97764,7/2/2012,0.0417,0.5,0.5
-37.77873,144.84408,8/2/2012,0.3,1,0.5833
-37.86952,144.99944,7/2/2012,0.75,1,0.5
-38.03863,145.28673,7/2/2012,0.7917,1,0.4167
-37.7211,145.3796,8/2/2012,0.3458,1,0.6667
-38.36505,144.91625,8/2/2012,0.3754,1,0.8333
-37.87357,145.06603,8/2/2012,0.3521,1,0.8333
-38.14941,144.36012,30/1/2012,0.5542,1,0.4167
-37.78297,144.77302,30/1/2012,0.7642,1,0.5833
-36.32011,147.03505,30/1/2012,0.7625,1,0.8333
-37.73773,144.89337,30/1/2012,0.8896,0.5,0.4167
-36.77979,144.25025,31/1/2012,0.0833,0.5,0.5
-37.68785,144.95805,31/1/2012,0.1792,0.5,0.5833
-37.84602,144.9789,31/1/2012,0.3354,1,0.3333
-37.74699,145.02028,31/1/2012,0.4596,1,0.5833
-37.82954,144.96378,31/1/2012,0.4313,1,0.5
-37.95877,145.10124,31/1/2012,0.6292,1,0.5833
-38.23078,145.09257,25/1/2012,0.6854,1,0.8333
-38.12194,145.13496,31/1/2012,0.725,1,0.5
-37.96588,145.20285,31/1/2012,0.875,0.5,0.4167
-37.24525,145.24092,28/1/2012,0.4583,1,0.8333
-37.69041,145.08729,1/2/2012,0.3,1,0.75
-37.80439,144.96178,1/2/2012,0.3104,1,0.4167
-37.83853,144.95471,1/2/2012,0.3896,1,0.4167
-37.71526,144.94866,1/2/2012,0.3417,1,0.4167
-37.76608,144.96229,1/2/2012,0.6792,1,0.3333
-37.81607,144.81693,1/2/2012,0.7146,1,0.5833
-37.81435,144.9628,1/2/2012,0.8542,0.5,0.4167
-37.36737,142.67054,1/2/2012,0.8958,0,0.8333
-37.80292,145.24743,1/2/2012,0.6438,1,0.6667
-37.90222,145.33004,2/2/2012,0.3375,1,0.5833
-37.95567,145.07631,9/2/2012,0.7133,1,0.5
-37.98287,145.04413,10/2/2012,0.3104,1,0.4167
-34.18056,142.16416,12/1/2012,0.6667,1,0.3333
-37.78009,144.85593,2/1/2012,0.7208,0.5,0.3333
-34.27658,141.69709,10/2/2012,0.475,1,0.9167
-37.94661,145.20696,10/2/2012,0.7083,1,0.8333
-38.11343,145.1376,10/2/2012,0.7592,1,0.8333
-37.82969,145.0127,10/2/2012,0.5583,1,0.5
-37.66792,145.03173,4/2/2012,0.5604,1,0.4167
-37.7989,144.79962,10/2/2012,0.6462,1,0.4167
-38.01255,145.34737,11/2/2012,0.0417,0,0.4167
-38.03961,145.36034,10/2/2012,0.9708,0.5,0.5833
-37.86601,144.77472,11/2/2012,0.2667,0.5,0.8333
-37.90674,144.65936,11/2/2012,0.3104,1,0.4167
-36.29884,144.9691,11/2/2012,0.3542,1,0.8333
-38.52108,145.33405,11/2/2012,0.4292,1,0.6667
-38.36299,144.87886,11/2/2012,0.4333,1,0.5
-35.93455,145.65988,11/2/2012,0.4583,1,0.75
-37.79342,145.09424,10/2/2012,0.8896,0.5,0.5
-37.05626,142.77074,28/1/2012,0.8333,0.5,0.5
-37.26357,143.63407,11/2/2012,0.5833,1,0.8333
-38.45656,145.20144,11/2/2012,0.2562,0.5,0.4167
-37.29043,142.91757,12/2/2012,0.1812,0.5,0.4167
-37.36982,144.97447,11/2/2012,0.75,0.5,0.8333
-36.3143,146.90359,11/2/2012,0.8,1,0.8333
-38.02752,145.1306,12/2/2012,0.3396,1,0.6667
-37.74643,144.97738,30/1/2012,0.6667,1,0.5
-36.67225,145.24055,9/2/2012,0.5625,1,0.8333
-37.88292,145.29698,12/2/2012,0.6438,1,0.4167
-37.80595,145.07581,13/2/2012,0.5175,1,0.4167
-36.96714,144.30751,11/2/2012,0.3396,1,0.8333
-37.79348,144.97818,9/2/2012,0.7083,1,0.4167
-38.1458,144.35766,13/2/2012,0.625,1,0.4167
-37.75862,144.99173,2/2/2012,0.5542,1,0.4167
-37.63066,144.79593,11/2/2012,0.4292,1,0.5833
-37.56013,143.84098,13/2/2012,0.7208,1,0.5
-37.79636,145.23511,13/2/2012,0.7104,1,0.5
-37.87535,145.04207,13/2/2012,0.725,1,0.5
-37.80629,144.94981,13/2/2012,0.8025,1,0.4167
-38.4966,145.16044,13/2/2012,0.85,0.5,0.6667
-36.75256,144.21925,14/2/2012,0.2917,1,0.75
-37.70971,144.89058,30/1/2012,0.6792,1,0.6667
-38.10799,145.12578,13/2/2012,0.6771,1,0.5833
-37.87802,144.69538,14/2/2012,0.6392,1,0.5
-37.7947,144.81871,6/2/2012,0.6667,1,0.4167
-37.81313,145.02351,13/2/2012,0.6375,1,0.5
-37.9068,145.18907,14/2/2012,0.6425,1,0.5
-37.8171,144.96486,14/2/2012,0.7979,1,0.4167
-37.7727,144.92691,14/2/2012,0.5958,1,0.5
-37.59601,145.05226,14/2/2012,0.7521,1,0.6667
-37.68848,144.94731,14/2/2012,0.7146,1,0.5833
-37.83316,144.86639,14/2/2012,0.3146,1,0.5
-37.9245,145.08235,14/2/2012,0.8371,0.5,0.5
-37.81319,144.94357,15/2/2012,0.2938,1,0.4167
-37.89147,146.99052,14/2/2012,0.9771,0,0.8333
-37.86838,145.01539,15/2/2012,0.4583,1,0.5
-37.83411,144.96108,25/1/2012,0.8812,0.5,0.3333
-37.98482,145.23997,13/2/2012,0.7688,1,0.5
-37.81426,141.59334,15/2/2012,0.7208,1,0.8333
-37.65411,145.50295,4/1/2012,0.5,1,0.6667
-38.36977,142.49306,16/2/2012,0.2687,0.5,0.5
-37.91076,145.03571,8/2/2012,0.4396,1,0.4167
-37.79192,145.01239,8/2/2012,0.2625,0.5,0.8333
-37.76474,145.10955,8/2/2012,0.5458,1,0.5
-37.69532,144.80189,8/2/2012,0.5625,1,0.8333
-37.80188,145.24874,8/2/2012,0.7167,1,0.6667
-37.79976,144.95517,8/2/2012,0.7225,1,0.5
-37.72763,144.70874,8/2/2012,0.7562,1,0.6667
-37.7727,144.92691,8/2/2012,0.8396,0.5,0.5
-38.0718,145.29783,8/2/2012,0.8979,0.5,0.5833
-37.74519,148.38954,8/2/2012,0.4313,1,0.8333
-37.75843,145.31589,9/2/2012,0.2979,1,0.6667
-37.57161,143.84854,21/1/2012,0.7292,1,0.6667
-37.67539,145.20243,8/2/2012,0.3458,1,0.6667
-37.7716,145.01821,9/2/2012,0.3063,1,0.5
-36.07424,145.22698,8/2/2012,0.3333,1,0.8333
-37.56628,143.87069,9/2/2012,0.6833,1,0.4167
-38.22133,145.18067,9/2/2012,0.625,1,0.4167
-37.80806,144.96032,9/2/2012,0.6708,1,0.4167
-37.9166,145.1436,7/2/2012,0.3417,1,0.6667
-37.79468,145.03116,9/2/2012,0.6417,1,0.5
-38.52965,145.44804,9/2/2012,0.8542,0,0.8333
-37.62921,145.03779,9/2/2012,0.8,1,0.4167
-37.81613,145.20204,9/2/2012,0.8542,0.5,0.5833
-37.78437,145.0639,9/2/2012,0.75,1,0.8333
-37.71895,144.92031,9/2/2012,0.225,0.5,0.5
-36.13724,146.87543,16/2/2012,0.3479,1,0.5
-37.75602,145.02668,30/1/2012,0.625,1,0.5
-38.14628,145.13591,15/2/2012,0.3083,1,0.6667
-37.4153,144.74893,16/2/2012,0.25,0,0.8333
-37.97566,145.2226,16/2/2012,0.5658,1,0.5833
-38.66211,143.69676,16/2/2012,0.5958,1,0.8333
-37.83493,145.12633,16/2/2012,0.675,1,0.4167
-37.98786,145.23939,16/2/2012,0.6854,1,0.5
-38.04632,145.12315,16/2/2012,0.7625,1,0.4167
-36.2541,146.81997,16/2/2012,0.7188,1,0.8333
-37.99507,145.18173,18/2/2012,0.6896,1,0.6667
-38.10776,145.15335,18/2/2012,0.8092,0.5,0.4167
-37.63602,144.92318,18/2/2012,0.7208,1,0.5
-36.76062,144.18607,18/2/2012,0.8875,0,0.8333
-37.84692,144.77969,18/2/2012,0.9625,0.5,0.4167
-38.15229,144.35843,19/2/2012,0.0487,0.5,0.4167
-37.74489,144.96473,11/2/2012,0.7292,1,0.4167
-37.8195,145.00829,16/2/2012,0.6708,1,0.5
-37.56715,143.85827,19/2/2012,0.5188,1,0.4167
-35.25751,143.38747,19/2/2012,0.5554,1,0.8333
-37.79129,145.12553,19/2/2012,0.7979,1,0.5833
-38.62746,143.72152,19/2/2012,0.7146,1,0.6667
-37.81806,145.23755,20/2/2012,0.3475,1,0.4167
-38.17341,146.13095,14/2/2012,0.7208,1,0.8333
-37.84257,145.27046,20/2/2012,0.3083,1,0.5833
-37.68189,144.91034,20/2/2012,0.6888,1,0.3333
-37.63944,145.13227,20/2/2012,0.6329,1,0.3333
-37.8998,145.00618,18/2/2012,0.2271,0.5,0.6667
-37.40669,145.38458,20/2/2012,0.7271,1,0.8333
-37.88381,144.99686,11/2/2012,0.4646,1,0.5
-37.66253,145.04983,21/2/2012,0.6,1,0.5
-37.89627,144.9947,21/2/2012,0.7646,1,0.5
-37.82846,145.05979,21/2/2012,0.6875,1,0.4167
-37.80093,145.1574,21/2/2012,0.7092,1,0.8333
-38.01538,145.22177,21/2/2012,0.2583,0.5,0.6667
-37.88798,145.15597,22/2/2012,0.3088,1,0.5
-37.83832,144.70852,22/2/2012,0.3138,1,0.5
-37.9159,145.01812,8/2/2012,0.6375,1,0.6667
-38.34192,141.59656,21/2/2012,0.9812,0.5,0.5
-37.65835,144.88347,22/2/2012,0.3937,1,0.6667
-37.90291,144.65096,22/2/2012,0.7208,1,0.5833
-37.73187,144.98359,22/2/2012,0.8554,0.5,0.5
-37.79431,145.16797,22/2/2012,0.6687,1,0.4167
-38.08675,142.05201,21/2/2012,0.625,1,0.8333
-37.97424,145.22287,23/2/2012,0.3875,1,0.5833
-37.78973,144.97993,23/2/2012,0.4604,1,0.5
-37.80656,144.9852,23/2/2012,0.4242,1,0.3333
-37.92955,145.14198,23/2/2012,0.4708,1,0.5833
-37.82571,144.86934,23/2/2012,0.5542,1,0.4167
-38.10607,144.35145,23/2/2012,0.5604,1,0.4167
-37.87835,144.69018,23/2/2012,0.6458,1,0.5833
-35.97578,144.50649,27/1/2012,0.3042,1,0.6667
-37.95668,145.22109,20/2/2012,0.7208,1,0.8333
-38.10668,145.90071,23/2/2012,0.7312,1,0.8333
-37.95184,147.38141,21/2/2012,0.3475,1,0.8333
-37.80493,144.95615,24/2/2012,0.3521,1,0.5
-37.80024,145.31192,24/2/2012,0.3146,1,0.4167
-37.65564,144.88215,24/2/2012,0.3875,1,0.6667
-37.80951,144.94956,24/2/2012,0.3937,1,0.5
-37.86712,145.03952,22/2/2012,0.6271,1,0.3333
-37.21201,145.42174,24/2/2012,0.4771,1,0.4167
-38.04781,145.1138,24/2/2012,0.3479,1,0.4167
-37.81463,145.24754,24/2/2012,0.4583,1,0.5
-38.24945,145.0584,24/2/2012,0.3917,1,0.5833
-37.77047,144.95245,23/2/2012,0.7125,1,0.3333
-37.80106,144.96989,23/2/2012,0.4779,1,0.5
-37.76146,144.82144,24/2/2012,0.6312,1,0.5
-36.96252,143.7695,24/2/2012,0.6417,1,0.8333
-37.80074,145.00217,24/2/2012,0.3,1,0.5
-37.45558,143.71666,22/2/2012,0.5658,1,0.8333
-37.7064,144.87895,24/2/2012,0.6854,1,0.5
-37.55481,143.80916,24/2/2012,0.6417,1,0.5
-38.05172,145.11566,24/2/2012,0.7521,1,0.3333
-37.46457,145.42178,24/2/2012,0.7188,1,0.8333
-37.66519,144.43425,16/2/2012,0.8021,1,0.4167
-37.77205,144.9191,16/2/2012,0.7271,0.5,0.5
-37.93317,145.15691,16/2/2012,0.8029,0.5,0.6667
-37.12051,142.79821,16/2/2012,0.9708,0,0.8333
-37.76245,144.99996,16/2/2012,0.9333,0.5,0.3333
-37.7669,145.04475,17/2/2012,0.3812,1,0.5
-37.40442,144.96132,17/2/2012,0.2958,1,0.5
-36.96017,142.46487,6/2/2012,0.5417,1,0.6667
-37.81413,144.98558,16/2/2012,0.6729,1,0.4167
-36.93715,146.23776,17/2/2012,0.4229,1,0.6667
-38.00585,145.08253,17/2/2012,0.4625,1,0.5
-37.91763,145.03185,17/2/2012,0.6,1,0.4167
-37.96161,145.15049,17/2/2012,0.6875,1,0.5
-38.05158,143.65393,17/2/2012,0.7292,1,0.8333
-37.95502,145.22062,17/2/2012,0.7604,1,0.5
-37.8481,145.00319,17/2/2012,0.8333,0.5,0.5
-37.61294,144.92373,17/2/2012,0.8979,0.5,0.5
-38.3845,142.51234,18/2/2012,0.1342,0.5,0.5833
-38.04975,145.11521,18/2/2012,0.2146,0.5,0.5
-37.82969,145.0127,16/1/2012,0.625,1,0.5
-38.17407,144.35253,18/2/2012,0.5208,1,0.5833
-37.66882,145.35267,18/2/2012,0.5858,1,0.4167
-37.86065,144.97589,14/2/2012,0.7083,1,0.3333
-37.67691,145.8574,18/2/2012,0.6292,1,0.6667
-37.65741,145.12587,18/2/2012,0.6875,1,0.5833
-38.04247,145.25211,27/2/2012,0.2687,0.5,0.6667
-37.55579,143.84233,2/2/2012,0.7979,1,0.3333
-37.89966,144.70161,27/2/2012,0.3063,1,0.5833
-38.14532,145.12008,27/2/2012,0.0542,0.5,0.5
-37.68582,145.01344,27/2/2012,0.3792,1,0.8333
-37.82525,145.29052,27/2/2012,0.3354,1,0.5833
-38.35366,145.07543,27/2/2012,0.4583,1,0.8333
-37.70533,144.91592,27/2/2012,0.4729,1,0.3333
-38.1672,144.42231,27/2/2012,0.55,1,0.5833
-37.82535,144.95705,27/2/2012,0.3817,1,0.5
-37.82373,145.0448,26/2/2012,0.6792,1,0.5
-37.73712,145.07508,27/2/2012,0.9208,0.5,0.4167
-37.41781,144.99393,28/2/2012,0.125,0.5,0.8333
-38.30843,145.03271,26/2/2012,0.6496,1,0.8333
-37.78857,144.93436,28/2/2012,0.3054,0.5,0.5
-37.83238,145.21735,28/2/2012,0.3983,1,0.6667
-38.19198,146.28278,28/2/2012,0.3125,1,0.6667
-38.08449,144.26342,28/2/2012,0.375,1,0.8333
-37.81367,145.21012,21/2/2012,0.7917,1,0.5
-38.04753,145.95617,28/2/2012,0.5125,1,0.8333
-38.08064,145.20714,16/2/2012,0.3333,1,0.3333
-37.83112,145.14851,21/2/2012,0.3042,1,0.5
-38.2386,146.40181,26/1/2012,0.5062,1,0.4167
-36.38908,145.43461,28/2/2012,0.7104,1,0.5833
-37.7857,144.857,28/2/2012,0.8125,1,0.5
-37.69041,144.88232,28/2/2012,0.85,0.5,0.6667
-38.272,145.54799,28/2/2012,0.875,0.5,0.8333
-38.03146,145.34785,11/2/2012,0.3438,1,0.4167
-37.98281,145.2028,28/2/2012,0.3825,1,0.4167
-37.79908,144.87478,29/2/2012,0.375,1,0.4167
-37.82603,145.28759,29/2/2012,0.3979,1,0.5833
-37.72456,144.84978,29/2/2012,0.4583,1,0.5833
-38.14622,144.35819,20/2/2012,0.5242,1,0.5
-36.00466,145.02195,29/2/2012,0.6792,1,0.8333
-37.81607,144.81693,29/2/2012,0.25,1,0.6667
-37.91365,145.08449,28/2/2012,0.8904,0.5,0.5
-37.78157,144.97017,19/2/2012,0.0417,0,0.5
-38.44715,143.28457,29/2/2012,0.7146,1,0.8333
-37.74604,145.0559,29/2/2012,0.9604,0.5,0.4167
-37.85565,144.86774,1/3/2012,0.3042,0.5,0.5833
-37.80471,144.94514,26/1/2012,0.6833,1,0.5
-37.81757,144.67539,1/3/2012,0.3812,1,0.6667
-38.15351,144.36636,27/2/2012,0.8458,1,0.5
-37.8971,145.14369,29/2/2012,0.6875,1,0.6667
-38.02077,145.30807,1/3/2012,0.5646,1,0.3333
-37.39045,143.3733,23/2/2012,0.3083,1,0.5
-37.62443,145.04239,1/3/2012,0.5458,1,0.5
-36.77815,144.25189,29/2/2012,0.7542,1,0.5
-38.0113,145.29114,1/3/2012,0.7208,1,0.4167
-38.1487,145.44541,1/3/2012,0.7625,0.5,0.5833
-38.65654,145.59987,1/1/2012,0.6375,1,0.8333
-37.99391,145.08347,1/3/2012,0.6467,1,0.4167
-37.64267,144.82344,1/3/2012,0.8333,0,0.8333
-37.78799,144.94084,2/3/2012,0.375,1,0.5
-37.89867,145.06483,29/2/2012,0.75,1,0.5
-37.9019,145.04442,21/1/2012,0.5417,1,0.5
-37.85295,144.86216,2/3/2012,0.5208,1,0.4167
-38.06544,145.30019,24/2/2012,0.3458,1,0.3333
-37.95438,145.22648,2/3/2012,0.4229,1,0.6667
-37.81349,144.97336,2/3/2012,0.6667,1,0.4167
-36.87529,147.31733,24/2/2012,0.7292,1,0.6667
-37.79399,144.75311,24/2/2012,0.6346,1,0.5
-37.69225,144.44198,25/2/2012,0.1375,0,0.5
-37.81383,144.85983,25/2/2012,0.3563,1,0.5833
-38.35188,144.91918,25/2/2012,0.375,1,0.5
-37.82441,145.19433,5/2/2012,0.5125,1,0.5
-37.92997,144.99978,25/2/2012,0.5158,1,0.4167
-36.59379,146.38304,25/2/2012,0.5863,1,0.8333
-37.81311,145.17583,25/2/2012,0.6408,1,0.5
-37.93589,145.17844,25/2/2012,0.4779,1,0.5833
-38.03891,145.36421,25/2/2012,0.8542,0.5,0.4167
-37.35804,146.06085,25/2/2012,0.5479,1,0.8333
-37.77728,144.96202,26/2/2012,0.225,0.5,0.5
-37.89889,144.9991,26/2/2012,0.3125,1,0.5
-38.13341,144.35116,26/2/2012,0.4813,1,0.5833
-37.33549,144.6046,26/2/2012,0.5437,1,0.8333
-36.993,147.4887,2/2/2012,0.5958,1,0.5
-36.35927,144.706,26/2/2012,0.5958,1,0.5
-37.66455,144.41429,25/2/2012,0.7208,1,0.9167
-37.86065,144.97589,26/2/2012,0.7937,1,0.3333
-38.12364,146.46554,26/2/2012,0.6867,1,0.6667
-37.62071,144.92409,26/2/2012,0.8892,0.5,0.4167
-37.80767,145.03776,27/2/2012,0.0221,0.5,0.5
-37.7369,144.93749,27/2/2012,0.05,0.5,0.5
-36.34686,145.40953,27/2/2012,0.175,0.5,0.4167
-37.6863,145.02881,27/2/2012,0.2646,0.5,0.5833
-37.90927,145.16045,2/3/2012,0.8938,0.5,0.5833
-37.78573,145.27774,3/3/2012,0.2562,0.5,0.6667
-37.70514,144.91588,3/3/2012,0.3854,1,0.5
-37.76187,144.81339,3/3/2012,0.4313,1,0.5
-37.64049,145.02656,3/3/2012,0.6417,1,0.5
-37.76568,143.77985,3/3/2012,0.6292,1,0.8333
-37.82443,144.8695,3/3/2012,0.7083,0.5,0.8333
-37.77927,144.98731,16/2/2012,0.3563,1,0.5
-37.81418,145.11773,1/3/2012,0.4583,1,0.4167
-37.67588,144.92891,3/3/2012,0.8875,0.5,0.4167
-37.8624,145.02854,3/3/2012,0.9792,0.5,0.4167
-37.97682,145.02741,4/3/2012,0.1733,0.5,0.5
-37.79117,145.04821,6/3/2012,0.3579,1,0.8333
-37.88454,145.0028,6/3/2012,0.2917,1,0.5
-37.80887,144.98004,2/3/2012,0.7562,1,0.5
-37.77474,144.82915,6/3/2012,0.6021,1,0.5
-38.3874,143.90712,11/2/2012,0.5,1,0.8333
-36.39903,145.40957,6/3/2012,0.7292,1,0.5
-37.8718,145.01773,6/3/2012,0.6458,1,0.5
-36.71775,144.31326,6/3/2012,0.7271,1,0.5833
-38.06829,144.30989,6/3/2012,0.8125,0.5,0.6667
-37.85094,145.03603,6/3/2012,0.625,1,0.3333
-37.57611,145.29212,6/3/2012,0.7125,1,0.5
-37.76735,144.98023,6/3/2012,0.7937,1,0.5
-37.8055,144.94866,6/3/2012,0.7667,1,0.4167
-37.77612,144.9606,6/3/2012,0.8358,0.5,0.4167
-37.70697,145.02784,23/2/2012,0.9208,0.5,0.4167
-38.24433,145.08425,7/3/2012,0.375,1,0.8333
-37.77752,144.97081,7/3/2012,0.3375,1,0.5
-37.79238,145.01089,7/3/2012,0.3875,1,0.8333
-37.9464,145.02219,6/3/2012,0.725,1,0.5
-37.70923,145.02942,7/3/2012,0.3125,1,0.4167
-37.27504,143.51505,7/3/2012,0.3833,1,0.6667
-38.02777,145.13468,7/3/2012,0.2625,1,0.6667
-37.81603,144.96398,2/3/2012,0.5542,1,0.4167
-37.86045,145.26711,7/3/2012,0.5896,1,0.5
-37.8641,144.98178,7/3/2012,0.6725,1,0.5
-38.09511,145.48252,7/3/2012,0.6854,1,0.4167
-37.88394,144.99828,8/3/2012,0.0033,0.5,0.4167
-37.72697,145.30158,7/3/2012,0.7546,1,0.3333
-38.05709,145.39293,8/3/2012,0.3396,1,0.6667
-37.67567,145.03756,8/3/2012,0.3367,1,0.5
-37.99593,145.22465,8/3/2012,0.3146,1,0.4167
-37.84811,145.15288,7/3/2012,0.7083,1,0.5
-37.67174,145.0161,8/3/2012,0.3783,1,0.4167
-37.97823,145.23947,20/2/2012,0.7083,1,0.4167
-37.71588,144.91855,8/3/2012,0.7958,1,0.5
-37.70669,145.10984,8/3/2012,0.8846,0.5,0.5
-37.66938,144.85225,8/3/2012,0.5417,1,0.3333
-36.14786,144.73042,3/2/2012,0.7208,1,0.4167
-38.08997,145.18417,8/3/2012,0.4229,1,0.4167
-37.98544,145.21923,9/3/2012,0.5417,1,0.5
-37.82976,145.07087,9/3/2012,0.6438,1,0.4167
-37.81324,145.17683,9/3/2012,0.6896,1,0.5833
-37.85653,145.12267,9/3/2012,0.3875,1,0.5
-37.74435,144.98908,9/3/2012,0.7558,1,0.5
-37.74198,144.82561,9/3/2012,0.7596,1,0.6667
-36.73912,142.21241,9/3/2012,0.73,1,0.5833
-37.88724,144.99969,10/3/2012,0.1292,0.5,0.6667
-37.43423,144.54638,7/3/2012,0.9583,0,0.9167
-36.801,144.34627,10/3/2012,0.3567,1,0.5
-38.04926,145.34042,10/3/2012,0.4354,1,0.6667
-37.75443,145.02062,10/3/2012,0.5417,1,0.5
-38.24189,145.07607,9/3/2012,0.7625,1,0.75
-37.86186,144.99465,8/3/2012,0.3333,1,0.5
-37.31205,145.29249,10/3/2012,0.6896,1,0.8333
-37.76918,147.56801,10/3/2012,0.8812,0,0.8333
-38.25309,145.77741,3/3/2012,0.7104,1,0.8333
-37.74024,144.95571,4/3/2012,0.3812,1,0.5
-38.37412,145.02401,4/3/2012,0.3458,1,0.5833
-37.92539,145.36082,4/3/2012,0.3833,1,0.6667
-37.31698,144.62376,4/3/2012,0.4708,1,0.8333
-37.7089,144.92718,4/3/2012,0.5917,1,0.4167
-38.73592,143.29874,4/3/2012,0.7688,1,0.8333
-37.83203,144.67287,4/3/2012,0.7133,1,0.5833
-37.62579,145.51669,4/3/2012,0.7229,1,0.6667
-37.84486,144.78873,4/3/2012,0.85,0.5,0.6667
-37.92536,145.03279,4/3/2012,0.9708,0.5,0.5
-36.66938,145.68096,5/3/2012,0.3867,1,0.9167
-37.97816,145.20684,4/3/2012,0.8833,0.5,0.6667
-37.6583,145.12062,24/2/2012,0.6729,1,0.4167
-37.75734,145.06948,3/3/2012,0.5958,1,0.5
-36.46551,142.06949,5/3/2012,0.4363,1,0.8333
-37.76425,145.1726,4/3/2012,0.9229,0.5,0.5833
-37.43429,144.97773,5/3/2012,0.7104,1,0.8333
-36.78547,144.28495,5/3/2012,0.7167,1,0.4167
-37.89413,147.65843,5/3/2012,0.8375,0,0.8333
-38.07751,144.33426,5/3/2012,0.7229,0.5,0.8333
-37.68829,144.57359,2/3/2012,0.9583,0.5,0.5
-37.66913,145.07145,6/3/2012,0.1042,0.5,0.5833
-37.97982,145.223,12/3/2012,0.7146,1,0.4167
-37.64286,144.94672,13/3/2012,0.6667,1,0.5
-37.81775,144.99178,11/3/2012,0.8958,0.5,0.3333
-37.97673,145.06668,9/3/2012,0.3358,1,0.4167
-37.69249,144.87388,13/3/2012,0.5833,1,0.5
-37.6842,144.88123,13/3/2012,0.7083,1,0.5
-36.54716,142.11544,13/3/2012,0.675,1,0.8333
-37.41589,144.97485,13/3/2012,0.7167,1,0.4167
-37.83622,144.97554,12/3/2012,0.6729,1,0.5
-37.80968,144.95548,13/3/2012,0.8521,0.5,0.4167
-38.01233,145.3028,1/3/2012,0.2625,0.5,0.8333
-37.83806,144.98442,14/3/2012,0.2633,0.5,0.5
-37.88574,145.03382,14/3/2012,0.4313,1,0.4167
-37.79712,144.95789,14/3/2012,0.4813,1,0.5
-37.78056,145.03227,14/3/2012,0.5613,1,0.5
-36.78339,144.2476,14/3/2012,0.5417,1,0.5
-37.8907,145.04515,14/3/2012,0.6896,1,0.5
-37.81914,145.14052,14/3/2012,0.7542,1,0.5833
-35.46891,143.66119,14/3/2012,0.7246,1,0.8333
-37.70344,145.09228,14/3/2012,0.85,0.5,0.5
-37.70746,145.05199,15/3/2012,0.0146,0.5,0.5833
-37.72183,145.0696,14/3/2012,0.8438,0.5,0.4167
-37.89858,145.23632,15/3/2012,0.3083,0.5,0.6667
-37.55402,144.69874,15/3/2012,0.3,0,0.6667
-37.78176,144.82793,14/3/2012,0.6763,1,0.5
-38.03286,144.42594,15/3/2012,0.2687,0.5,0.8333
-37.73903,144.89675,15/3/2012,0.35,1,0.5
-37.63245,145.09602,10/2/2012,0.7208,1,0.5
-37.79816,144.98441,15/3/2012,0.5887,1,0.3333
-37.65333,142.32566,15/3/2012,0.375,1,0.8333
-38.06825,145.43632,15/3/2012,0.3333,1,0.4167
-37.88663,145.05278,15/3/2012,0.4708,1,0.4167
-37.81063,144.98552,9/3/2012,0.675,1,0.4167
-37.92259,145.04097,15/3/2012,0.7958,1,0.5
-38.35504,143.05753,15/3/2012,0.7667,1,0.8333
-36.54522,145.98106,12/3/2012,0.4708,1,0.5
-37.81583,144.9654,14/3/2012,0.7917,1,0.4167
-38.07559,145.47963,15/3/2012,0.5125,1,0.4167
-37.55665,143.83473,15/3/2012,0.1375,0.5,0.4167
-37.99468,145.29132,16/3/2012,0.2958,1,0.4167
-37.78076,144.86148,16/3/2012,0.3125,1,0.5
-38.20574,146.16355,15/1/2012,0.0833,0,0.5
-37.98092,145.39859,16/3/2012,0.3458,1,0.5833
-38.64893,146.20759,15/3/2012,0.6021,1,0.8333
-37.56435,145.25274,8/3/2012,0.75,1,0.5833
-37.7716,144.82973,16/3/2012,0.4667,1,0.5
-37.82764,144.9581,15/3/2012,0.7146,1,0.4167
-37.86532,144.99091,16/3/2012,0.8146,0.5,0.5
-38.24497,145.53991,16/3/2012,0.8083,0.5,0.8333
-37.69951,144.91849,16/3/2012,0.7992,1,0.5
-37.69745,144.78124,8/3/2012,0.25,0.5,0.5833
-37.82,144.96006,17/3/2012,0.5833,1,0.4167
-37.67292,145.01523,16/3/2012,0.3083,1,0.5
-37.94847,145.14406,17/3/2012,0.7167,1,0.4167
-37.69957,144.78054,17/3/2012,0.9167,0.5,0.5
-38.10554,145.13977,18/3/2012,0.05,0.5,0.8333
-37.68812,144.98648,18/3/2012,0.1375,0.5,0.8333
-37.88219,147.97703,18/3/2012,0.0417,0.5,0.5
-37.83959,144.96254,17/3/2012,0.7271,1,0.4167
-37.69888,144.56551,17/3/2012,0.7083,1,0.5
-37.35963,148.68374,18/3/2012,0.4229,1,0.8333
-37.86684,145.18408,11/3/2012,0.0133,0.5,0.4167
-38.15313,145.17197,9/3/2012,0.6667,1,0.5833
-36.37457,145.40474,11/3/2012,0.1354,0.5,0.4167
-37.85464,146.13127,11/3/2012,0.5167,1,0.8333
-38.6265,143.7215,11/3/2012,0.5167,1,0.6667
-37.30933,148.6954,11/3/2012,0.5625,1,0.8333
-37.83216,145.06368,11/3/2012,0.7621,1,0.5
-38.43943,145.48448,12/3/2012,0.0063,0.5,0.8333
